disorder resulting from a failure to behave predictably	the army retreated in confusion	4	confusion	the way something is with respect to its main attributes	his state of health	1	state	1
disorder resulting from a failure to behave predictably	the army retreated in confusion	4	confusion	the way something is with respect to its main attributes	the current state of knowledge	2	state	1
the point or degree to which something extends	the full extent of the law	2	extent	the way something is with respect to its main attributes	his state of health	1	state	1
the point or degree to which something extends	the full extent of the law	2	extent	a specific identifiable position in a continuum or series or especially in a process	a remarkable degree of frankness	2	degree	1
the point or degree to which something extends	the extent of the damage	1	extent	a specific identifiable position in a continuum or series or especially in a process	a remarkable degree of frankness	2	degree	1
the point or degree to which something extends	the extent of the damage	1	extent	the way something is with respect to its main attributes	his state of health	1	state	1
the point or degree to which something extends	the full extent of the law	2	extent	the way something is with respect to its main attributes	in a weak financial state	4	state	1
the point or degree to which something extends	the extent of the damage	1	extent	the way something is with respect to its main attributes	in a weak financial state	4	state	1
the point or degree to which something extends	the extent of the damage	1	extent	the way something is with respect to its main attributes	the current state of knowledge	2	state	1
the point or degree to which something extends	to a certain extent she was right	3	extent	the way something is with respect to its main attributes	his state of health	1	state	1
the point or degree to which something extends	to a certain extent she was right	3	extent	the way something is with respect to its main attributes	the current state of knowledge	2	state	1
the point or degree to which something extends	to a certain extent she was right	3	extent	the way something is with respect to its main attributes	in a weak financial state	4	state	1
the point or degree to which something extends	the full extent of the law	2	extent	the way something is with respect to its main attributes	the current state of knowledge	2	state	1
the point or degree to which something extends	to a certain extent she was right	3	extent	a specific identifiable position in a continuum or series or especially in a process	a remarkable degree of frankness	2	degree	1
the distance or area or volume over which something extends	the vast extent of the desert	2	extent	a basic or essential attribute shared by all members of a class	a study of the physical properties of atomic particles	5	property	1
the distance or area or volume over which something extends	the vast extent of the desert	2	extent	the property of relative size or extent (whether large or small)	they tried to predict the magnitude of the explosion	5	magnitude	1
the distance or area or volume over which something extends	an orchard of considerable extent	4	extent	a basic or essential attribute shared by all members of a class	a study of the physical properties of atomic particles	5	property	1
the distance or area or volume over which something extends	the vast extent of the desert	2	extent	the property of relative size or extent (whether large or small)	about the magnitude of a small pea	2	magnitude	1
the distance or area or volume over which something extends	an orchard of considerable extent	4	extent	the property of relative size or extent (whether large or small)	they tried to predict the magnitude of the explosion	5	magnitude	1
the distance or area or volume over which something extends	an orchard of considerable extent	4	extent	the property of relative size or extent (whether large or small)	about the magnitude of a small pea	2	magnitude	1
a program devoted to current events, often using interviews and commentary	we watch the 7 o ' clock news every night	7	news	a social event involving a public performance or entertainment	they wanted to see some of the shows on broadway	7	show	1
the quality of being sufficiently interesting to be reported in news bulletins	he is no longer news in the fashion world	4	news	the power of attracting or holding one's attention (because it is unusual or exciting etc.)	they said nothing of great interest	5	interest	1
the quality of being sufficiently interesting to be reported in news bulletins	he is no longer news in the fashion world	4	news	the power of attracting or holding one's attention (because it is unusual or exciting etc.)	primary colors can add interest to a room	4	interest	1
the quality of being sufficiently interesting to be reported in news bulletins	he is no longer news in the fashion world	4	news	possession of controlling influence	the power of his love saved her	1	power	1
the quality of being sufficiently interesting to be reported in news bulletins	he is no longer news in the fashion world	4	news	possession of controlling influence	the deterrent power of nuclear weapons	2	power	1
a feeling of sympathy and sorrow for the misfortunes of others	the blind are too often objects of pity	7	pity	the experiencing of affective and emotional states	she had a feeling of euphoria	3	feeling	1
a feeling of sympathy and sorrow for the misfortunes of others	the blind are too often objects of pity	7	pity	the experiencing of affective and emotional states	he had terrible feelings of guilt	3	feeling	1
a feeling of sympathy and sorrow for the misfortunes of others	the blind are too often objects of pity	7	pity	the experiencing of affective and emotional states	i disliked him and the feeling was mutual	5	feeling	1
an unfortunate development	it ' s a pity he couldn ' t do it	4	pity	an event causing distress or pain	what is the trouble ?	3	trouble	1
an unfortunate development	it ' s a pity he couldn ' t do it	4	pity	an event causing distress or pain	heart trouble	1	trouble	1
the weather in some location averaged over some long period of time	the dank climate of southern wales	2	climate	a state at a particular time	a condition ( or state ) of disrepair	1	condition	1
the prevailing psychological state	the climate of opinion	1	climate	the way something is with respect to its main attributes	his state of health	1	state	1
the prevailing psychological state	the climate of opinion	1	climate	a state at a particular time	a condition ( or state ) of disrepair	1	condition	1
the prevailing psychological state	the climate of opinion	1	climate	the way something is with respect to its main attributes	in a weak financial state	4	state	1
the prevailing psychological state	the climate of opinion	1	climate	the way something is with respect to its main attributes	the current state of knowledge	2	state	1
an area outside of cities and towns	his poetry celebrated the slower pace of life in the country	10	country	a large indefinite location on the surface of the Earth	penguins inhabit the polar regions	4	region	1
a politically organized body of people under a single government	the country ' s largest manufacturer	1	country	an organization regarded as part of a larger social group	after the battle the soldier had trouble rejoining his unit	9	unit	1
a politically organized body of people under a single government	the country ' s largest manufacturer	1	country	an organization regarded as part of a larger social group	the coach said the offensive unit did a good job	5	unit	1
a particular geographical region of indefinite boundary (usually serving some special purpose or distinguished by its people or culture or geography)	bible country	1	country	a large indefinite location on the surface of the Earth	penguins inhabit the polar regions	4	region	1
an amusement or pastime	they played word games	3	games	an activity that diverts or amuses or stimulates	scuba diving is provided as a diversion for tourists	6	diversion	1
an amusement or pastime	his life was all fun and games	6	games	any specific behavior	they avoided all recreational activity	4	activity	1
an amusement or pastime	they played word games	3	games	any specific behavior	they avoided all recreational activity	4	activity	1
an amusement or pastime	his life was all fun and games	6	games	an activity that diverts or amuses or stimulates	scuba diving is provided as a diversion for tourists	6	diversion	1
frivolous or trifling behavior	for him , life is all fun and games	8	games	an activity that diverts or amuses or stimulates	scuba diving is provided as a diversion for tourists	6	diversion	1
frivolous or trifling behavior	for him , life is all fun and games	8	games	gay or light-hearted recreational activity for diversion or amusement	it was all done in play	5	play	1
the part played by a person in bringing about a result	i am proud of my contribution in advancing the project	5	contribution	any specific behavior	they avoided all recreational activity	4	activity	1
an amount of money contributed	he expected his contribution to be repaid with interest	3	contribution	a quantity of money	he borrowed a large sum	4	sum	1
(music) the distinctive property of a complex sound (a voice or noise or musical sound)	the muffled tones of the broken bell summoned them to meet	2	tone	a basic or essential attribute shared by all members of a class	a study of the physical properties of atomic particles	5	property	1
a steady sound without overtones	they tested his hearing with pure tones of different frequencies	6	tone	an unelaborated elementary awareness of stimulation	a sensation of touch	1	sensation	1
a steady sound without overtones	they tested his hearing with pure tones of different frequencies	6	tone	the subjective sensation of hearing something	he strained to hear the faint sounds	6	sound	1
the general atmosphere of a place or situation and the effect that it has on people	a clergyman improved the tone of the meeting	4	tone	a particular environment or surrounding influence	there was an atmosphere of excitement	3	atmosphere	1
the general atmosphere of a place or situation and the effect that it has on people	a clergyman improved the tone of the meeting	4	tone	a state at a particular time	a condition ( or state ) of disrepair	1	condition	1
something (as property) held by one party (the trustee) for the benefit of another (the beneficiary)	he is the beneficiary of a generous trust set up by his father	7	trust	something owned; any tangible or intangible possession that is owned by someone; 	he is a man of property	5	property	1
something (as property) held by one party (the trustee) for the benefit of another (the beneficiary)	he is the beneficiary of a generous trust set up by his father	7	trust	something owned; any tangible or intangible possession that is owned by someone; 	that hat is my property	4	property	1
a consortium of independent organizations formed to limit competition by controlling the production and distribution of a product or service	they set up the trust in the hope of gaining a monopoly	4	trust	a formal organization of people or groups of people	he joined the modern language association	5	association	1
certainty based on past experience	he put more trust in his own two legs than in the gun	3	trust	the state of being certain	his certainty reassured the others	1	certainty	1
a set containing all and only the members of two or more given sets	let c be the union of the sets a and b	4	union	a group of things of the same kind that belong together and are so used	a set of golf clubs	1	set	1
a set containing all and only the members of two or more given sets	let c be the union of the sets a and b	4	union	a group of things of the same kind that belong together and are so used	a set of books	1	set	1
a set containing all and only the members of two or more given sets	let c be the union of the sets a and b	4	union	a group of things of the same kind that belong together and are so used	a set of teeth	1	set	1
a political unit formed from previously independent people or organizations	the soviet union	2	union	an organization regarded as part of a larger social group	after the battle the soldier had trouble rejoining his unit	9	unit	1
a political unit formed from previously independent people or organizations	the soviet union	2	union	an organization regarded as part of a larger social group	the coach said the offensive unit did a good job	5	unit	1
(law) a right or legal share of something; a financial involvement with something	they have interests all over the world	2	interest	assets belonging to or due to or contributed by an individual person or group	he wanted his share in cash	3	share	1
a fixed charge for borrowing money; usually a percentage of the amount borrowed	how much interest do you pay on your mortgage ?	2	interest	the price charged for some article or service	the admission charge	2	charge	1
a diversion that occupies one's time and thoughts (usually pleasantly)	he counts reading among his interests	5	interest	any specific behavior	they avoided all recreational activity	4	activity	1
a diversion that occupies one's time and thoughts (usually pleasantly)	he counts reading among his interests	5	interest	an activity that diverts or amuses or stimulates	scuba diving is provided as a diversion for tourists	6	diversion	1
the power of attracting or holding one's attention (because it is unusual or exciting etc.)	they said nothing of great interest	5	interest	possession of controlling influence	the deterrent power of nuclear weapons	2	power	1
the power of attracting or holding one's attention (because it is unusual or exciting etc.)	primary colors can add interest to a room	4	interest	an essential and distinguishing attribute of something or someone	the quality of mercy is not strained "-- shakespeare	1	quality	1
the power of attracting or holding one's attention (because it is unusual or exciting etc.)	they said nothing of great interest	5	interest	possession of controlling influence	the power of his love saved her	1	power	1
the power of attracting or holding one's attention (because it is unusual or exciting etc.)	they said nothing of great interest	5	interest	an essential and distinguishing attribute of something or someone	the quality of mercy is not strained "-- shakespeare	1	quality	1
the power of attracting or holding one's attention (because it is unusual or exciting etc.)	primary colors can add interest to a room	4	interest	possession of controlling influence	the power of his love saved her	1	power	1
the power of attracting or holding one's attention (because it is unusual or exciting etc.)	primary colors can add interest to a room	4	interest	possession of controlling influence	the deterrent power of nuclear weapons	2	power	1
a reason for wanting something done	in the interest of safety	2	interest	that which is pleasing or valuable or useful	weigh the good against the bad	2	good	1
a reason for wanting something done	in the common interest	3	interest	something that aids or promotes well-being	for the benefit of all	2	benefit	1
a reason for wanting something done	in the interest of safety	2	interest	that which is pleasing or valuable or useful	among the highest goods of all are happiness and self - realization	3	good	1
a reason for wanting something done	in the interest of safety	2	interest	something that aids or promotes well-being	for the benefit of all	2	benefit	1
a reason for wanting something done	in the common interest	3	interest	that which is pleasing or valuable or useful	weigh the good against the bad	2	good	1
a reason for wanting something done	in the common interest	3	interest	that which is pleasing or valuable or useful	among the highest goods of all are happiness and self - realization	3	good	1
a living person	his heroism saved a life	4	life	a human being	there was too much for one person to do	6	person	1
the condition of living or the state of being alive	life depends on many chemical and physical processes	0	life	the way something is with respect to its main attributes	the current state of knowledge	2	state	1
the condition of living or the state of being alive	while there ' s life there ' s hope	4	life	the state or fact of existing	a point of view gradually coming into being	7	being	1
the condition of living or the state of being alive	life depends on many chemical and physical processes	0	life	the state or fact of existing	a point of view gradually coming into being	7	being	1
the condition of living or the state of being alive	while there ' s life there ' s hope	4	life	the way something is with respect to its main attributes	the current state of knowledge	2	state	1
the condition of living or the state of being alive	while there ' s life there ' s hope	4	life	the way something is with respect to its main attributes	in a weak financial state	4	state	1
the condition of living or the state of being alive	life depends on many chemical and physical processes	0	life	the way something is with respect to its main attributes	his state of health	1	state	1
the condition of living or the state of being alive	while there ' s life there ' s hope	4	life	the way something is with respect to its main attributes	his state of health	1	state	1
the condition of living or the state of being alive	life depends on many chemical and physical processes	0	life	the way something is with respect to its main attributes	in a weak financial state	4	state	1
a characteristic state or mode of living	city life	1	life	the way something is with respect to its main attributes	in a weak financial state	4	state	1
a characteristic state or mode of living	city life	1	life	the way something is with respect to its main attributes	his state of health	1	state	1
a characteristic state or mode of living	real life	1	life	the way something is with respect to its main attributes	his state of health	1	state	1
a characteristic state or mode of living	social life	1	life	the way something is with respect to its main attributes	the current state of knowledge	2	state	1
a characteristic state or mode of living	real life	1	life	the way something is with respect to its main attributes	in a weak financial state	4	state	1
a characteristic state or mode of living	real life	1	life	the way something is with respect to its main attributes	the current state of knowledge	2	state	1
a characteristic state or mode of living	social life	1	life	the state or fact of existing	a point of view gradually coming into being	7	being	1
a characteristic state or mode of living	city life	1	life	the way something is with respect to its main attributes	the current state of knowledge	2	state	1
a characteristic state or mode of living	real life	1	life	the state or fact of existing	a point of view gradually coming into being	7	being	1
a characteristic state or mode of living	social life	1	life	the way something is with respect to its main attributes	his state of health	1	state	1
a characteristic state or mode of living	social life	1	life	the way something is with respect to its main attributes	in a weak financial state	4	state	1
a characteristic state or mode of living	city life	1	life	the state or fact of existing	a point of view gradually coming into being	7	being	1
the course of existence of an individual; the actions and events that occur in living	he wanted to live his own life without interference from others	6	life	the way something is with respect to its main attributes	the current state of knowledge	2	state	1
the course of existence of an individual; the actions and events that occur in living	he wanted to live his own life without interference from others	6	life	the way something is with respect to its main attributes	in a weak financial state	4	state	1
the course of existence of an individual; the actions and events that occur in living	he wanted to live his own life without interference from others	6	life	the state or fact of existing	a point of view gradually coming into being	7	being	1
the course of existence of an individual; the actions and events that occur in living	he wanted to live his own life without interference from others	6	life	the way something is with respect to its main attributes	his state of health	1	state	1
the course of existence of an individual; the actions and events that occur in living	he hoped for a new life in australia	5	life	the way something is with respect to its main attributes	the current state of knowledge	2	state	1
the course of existence of an individual; the actions and events that occur in living	he hoped for a new life in australia	5	life	the way something is with respect to its main attributes	in a weak financial state	4	state	1
the course of existence of an individual; the actions and events that occur in living	he hoped for a new life in australia	5	life	the state or fact of existing	a point of view gradually coming into being	7	being	1
the course of existence of an individual; the actions and events that occur in living	he hoped for a new life in australia	5	life	the way something is with respect to its main attributes	his state of health	1	state	1
the experience of being alive; the course of human events and activities	he could no longer cope with the complexities of life	9	life	the content of direct observation or participation in an event	he had a religious experience	4	experience	1
the experience of being alive; the course of human events and activities	he could no longer cope with the complexities of life	9	life	the content of direct observation or participation in an event	he recalled the experience vividly	3	experience	1
a prison term lasting as long as the prisoner lives	he got life for killing the guard	2	life	a limited period of time	a prison term	2	term	1
a prison term lasting as long as the prisoner lives	he got life for killing the guard	2	life	a limited period of time	he left school before the end of term	7	term	1
living things collectively	the oceans are teeming with life	5	life	an assemblage of parts that is regarded as a single entity	how big is that part compared to the whole ?	8	whole	1
a member of the working class (not necessarily employed)	workers of the world -- unite !	0	worker	a human being	there was too much for one person to do	6	person	1
a person who works at a specific occupation	he is a good worker	4	worker	a human being	there was too much for one person to do	6	person	1
a person who acts and gets things done	he ' s a miracle worker	5	worker	a human being	there was too much for one person to do	6	person	1
a member of a clan or tribe	the children of israel	1	child	a person related by blood or marriage	police are searching for relatives of the deceased	4	relative	1
a human offspring (son or daughter) of any age	they had three children	3	child	a person related by blood or marriage	police are searching for relatives of the deceased	4	relative	1
a human offspring (son or daughter) of any age	they had three children	3	child	the immediate descendants of a person	she was the mother of many offspring	6	offspring	1
an immature childish person	he remained a child in practical matters as long as he lived	3	child	a human being	there was too much for one person to do	6	person	1
a young person of either sex	she writes books for children	4	child	a human being	there was too much for one person to do	6	person	1
a drawback or difficulty that is not readily evident	it sounds good but what ' s the catch ?	8	catch	the quality of being a hindrance	he pointed out all the drawbacks to my plan	5	drawback	1
a cooperative game in which a ball is passed back and forth	he played catch with his son in the backyard	2	catch	an amusement or pastime	his life was all fun and games	6	game	1
a cooperative game in which a ball is passed back and forth	he played catch with his son in the backyard	2	catch	an activity that diverts or amuses or stimulates	scuba diving is provided as a diversion for tourists	6	diversion	1
a cooperative game in which a ball is passed back and forth	he played catch with his son in the backyard	2	catch	an amusement or pastime	he thought of his painting as a game that filled his empty time	7	game	1
a cooperative game in which a ball is passed back and forth	he played catch with his son in the backyard	2	catch	an amusement or pastime	they played word games	3	game	1
the act of catching an object with the hands	mays made the catch with his back to the plate	3	catch	the act of putting two things together with no space between them	at his touch the room filled with lights	2	touch	1
a short drive in a car	he took the new car for a spin	7	spin	a journey in a vehicle (usually an automobile)	he took the family for a drive in his new car	6	drive	1
the act of rotating rapidly	he gave the crank a spin	5	spin	a change of position that does not entail a change of location	the reflex motion of his eyebrows revealed his surprise	2	motion	1
the act of rotating rapidly	he gave the crank a spin	5	spin	the act of rotating as if on an axis	the rotation of the dancer kept time with the music	1	rotation	1
a distinctive interpretation (especially as used by politicians to sway public opinion)	the campaign put a favorable spin on the story	5	spin	the act of presenting a play or a piece of music or other entertainment	we congratulated him on his performance at the rehearsal	5	performance	1
a distinctive interpretation (especially as used by politicians to sway public opinion)	the campaign put a favorable spin on the story	5	spin	the act of presenting a play or a piece of music or other entertainment	an inspired performance of mozart ' s c minor concerto	2	performance	1
a distinctive interpretation (especially as used by politicians to sway public opinion)	the campaign put a favorable spin on the story	5	spin	the act of interpreting something as expressed in an artistic performance	her rendition of milton ' s verse was extraordinarily moving	1	rendition	1
a slight wind (usually refreshing)	as he waited he could feel the air on his neck	7	air	air moving (sometimes with considerable force) from an area of high pressure to an area of low pressure	when there is no wind , row	4	wind	1
a slight wind (usually refreshing)	as he waited he could feel the air on his neck	7	air	air moving (sometimes with considerable force) from an area of high pressure to an area of low pressure	trees bent under the fierce winds	5	wind	1
a slight wind (usually refreshing)	as he waited he could feel the air on his neck	7	air	the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation	every day we have weather conditions and yesterday was no exception	4	weather	1
a slight wind (usually refreshing)	as he waited he could feel the air on his neck	7	air	the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation	they were hoping for good weather	5	weather	1
the region above the ground	he threw the ball into the air	6	air	the extended spatial location of something	the farming regions of france	2	region	1
the region above the ground	he threw the ball into the air	6	air	the extended spatial location of something	regions of outer space	0	region	1
the region above the ground	her hand stopped in mid air	5	air	the extended spatial location of something	regions of outer space	0	region	1
the region above the ground	her hand stopped in mid air	5	air	the extended spatial location of something	the farming regions of france	2	region	1
medium for radio and television broadcasting	the program was on the air from 9 til midnight	5	air	the activity of communicating; the activity of conveying information	they could not act without official communication from moscow	6	communication	1
the mass of air surrounding the Earth	it was exposed to the air	5	air	the extended spatial location of something	regions of outer space	0	region	1
the mass of air surrounding the Earth	it was exposed to the air	5	air	the extended spatial location of something	the farming regions of france	2	region	1
travel via aircraft	if you ' ve time to spare go by air	9	air	the act of changing location from one place to another	police controlled the motion of the crowd	3	motion	1
travel via aircraft	air travel involves too much waiting in airports	0	air	the act of changing location from one place to another	police controlled the motion of the crowd	3	motion	1
travel via aircraft	air travel involves too much waiting in airports	0	air	the act of going from one place to another	he enjoyed selling but he hated the travel	7	travel	1
travel via aircraft	if you ' ve time to spare go by air	9	air	the act of going from one place to another	he enjoyed selling but he hated the travel	7	travel	1
a resource	visual aids in teaching	1	aid	a source of aid or support that may be drawn upon when needed	the local library is a valuable resource	6	resource	1
the activity of contributing to the fulfillment of a need or furtherance of an effort or purpose	rescue party went to their aid	5	aid	any specific behavior	they avoided all recreational activity	4	activity	1
any movable possession (especially articles of clothing)	she packed her things and left	3	things	something owned; any tangible or intangible possession that is owned by someone; 	that hat is my property	4	property	1
any movable possession (especially articles of clothing)	she packed her things and left	3	things	something owned; any tangible or intangible possession that is owned by someone; 	he is a man of property	5	property	1
a vaguely specified concern	things are going well	0	things	something that interests you because it is important or affects you	the safety of the ship is the captain ' s concern	10	concern	1
a vaguely specified concern	things are going well	0	things	a sense of concern with and curiosity about someone or something	an interest in music	1	interest	1
the merchandise that a shop has on hand	they stopped selling in exact sizes in order to reduce inventory	10	inventory	commodities offered for sale	good business depends on having good merchandise	6	merchandise	1
the merchandise that a shop has on hand	they carried a vast inventory of hardware	4	inventory	commodities offered for sale	good business depends on having good merchandise	6	merchandise	1
making an itemized list of merchandise or supplies on hand	they held an inventory every month	3	inventory	the activity or result of distributing or disposing persons or things properly or methodically	his organization of the work force was very efficient	1	organization	1
making an itemized list of merchandise or supplies on hand	an inventory may be necessary to see if anything is missing	1	inventory	the activity or result of distributing or disposing persons or things properly or methodically	his organization of the work force was very efficient	1	organization	1
the act of choosing or selecting	you can take your pick	4	pick	something done (usually as opposed to something said)	there were stories of murders and other unnatural actions	8	action	1
a basketball maneuver; obstructing an opponent with one's body	he was called for setting an illegal pick	7	pick	a preset plan of action in team sports	the coach drew up the plays for her team	5	play	1
the quality of being morally wrong in principle or practice	attempts to explain the origin of evil in the world	6	evil	an essential and distinguishing attribute of something or someone	the quality of mercy is not strained "-- shakespeare	1	quality	1
the quality of being morally wrong in principle or practice	attempts to explain the origin of evil in the world	6	evil	the quality of not being in accord with standards of right or good conduct	the immorality of basing the defense of the west on the threat of mutual assured destruction	1	immorality	1
that which causes harm or destruction or misfortune; the good is oft interred with their bones"- Shakespeare	the evil that men do lives after them	1	evil	that which is below standard or expectations as of ethics or decency	take the bad with the good	2	bad	1
that which causes harm or destruction or misfortune; the good is oft interred with their bones"- Shakespeare	the evil that men do lives after them	1	evil	an essential and distinguishing attribute of something or someone	the quality of mercy is not strained "-- shakespeare	1	quality	1
physical assistance	give me a hand with the chores	3	hand	any specific behavior	they avoided all recreational activity	4	activity	1
physical assistance	give me a hand with the chores	3	hand	the activity of contributing to the fulfillment of a need or furtherance of an effort or purpose	rescue party went to their aid	5	aid	1
one of two sides of an issue	on the one hand ..., but on the other hand ...	3	hand	an aspect of something (as contrasted with some other implied aspect)	he is on the purchasing side of the business	5	side	1
one of two sides of an issue	on the one hand ..., but on the other hand ...	3	hand	an aspect of something (as contrasted with some other implied aspect)	it brought out his better side	5	side	1
one of two sides of an issue	on the one hand ..., but on the other hand ...	3	hand	an aspect of something (as contrasted with some other implied aspect)	he was on the heavy side	5	side	1
a position given by its location to the side of an object	objections were voiced on every hand	5	hand	a place within a region identified relative to a center or reference location	he never left my side	4	side	1
a position given by its location to the side of an object	objections were voiced on every hand	5	hand	the extended spatial location of something	the farming regions of france	2	region	1
a position given by its location to the side of an object	objections were voiced on every hand	5	hand	the extended spatial location of something	regions of outer space	0	region	1
a position given by its location to the side of an object	objections were voiced on every hand	5	hand	a place within a region identified relative to a center or reference location	they always sat on the right side of the church	6	side	1
something written by hand	his hand was illegible	1	hand	letters or symbols that are written or imprinted on a surface to represent the sounds or words of a language	the doctor ' s writing was illegible	4	writing	1
something written by hand	his hand was illegible	1	hand	letters or symbols that are written or imprinted on a surface to represent the sounds or words of a language	he turned the paper over so the writing wouldn ' t show	7	writing	1
a round of applause to signify approval	give the little lady a great big hand	7	hand	a message expressing a favorable opinion	words of approval seldom passed his lips	2	approval	1
a human offspring (son or daughter) of any age	they were able to send their kids to college	6	kid	a person related by blood or marriage	police are searching for relatives of the deceased	4	relative	1
a human offspring (son or daughter) of any age	they were able to send their kids to college	6	kid	the immediate descendants of a person	she was the mother of many offspring	6	offspring	1
a young person of either sex	they ' re just kids	4	kid	a human being	there was too much for one person to do	6	person	1
failure to reach a minimum required performance	his failing the course led to his disqualification	1	failing	an act that fails	his failure to pass the test	1	failure	1
a flaw or weak point	he was quick to point out his wife ' s failings	10	failing	the way something is with respect to its main attributes	the current state of knowledge	2	state	1
a flaw or weak point	he was quick to point out his wife ' s failings	10	failing	the way something is with respect to its main attributes	in a weak financial state	4	state	1
a flaw or weak point	he was quick to point out his wife ' s failings	10	failing	the way something is with respect to its main attributes	his state of health	1	state	1
the act of touching physically	her fingers came in contact with the light switch	4	contact	the act of putting two things together with no space between them	at his touch the room filled with lights	2	touch	1
the state or condition of touching or of being in immediate proximity	litmus paper turns red on contact with an acid	5	contact	the state of being connected	the connection between church and state is inescapable	1	connection	1
the state or condition of touching or of being in immediate proximity	litmus paper turns red on contact with an acid	5	contact	the state of being joined or united or linked	there is strength in union	4	union	1
a communicative interaction	the pilot made contact with the base	3	contact	the activity of communicating; the activity of conveying information	they could not act without official communication from moscow	6	communication	1
close interaction	they claimed that they had been in contact with extraterrestrial beings	7	contact	something done (usually as opposed to something said)	there were stories of murders and other unnatural actions	8	action	1
close interaction	they kept in daily contact	4	contact	something done (usually as opposed to something said)	there were stories of murders and other unnatural actions	8	action	1
(electronics) a junction where things (as two electrical conductors) touch or are in physical contact	they forget to solder the contacts	5	contact	an instrumentality that connects	he soldered the connection	3	connection	1
a turn toward the side of the body that is on the north when the person is facing east	take a left at the corner	2	left	the act of changing or reversing the direction of the course	he took a turn to the right	3	turn	1
the hand that is on the left side of the body	jab with your left	3	left	the (prehensile) extremity of the superior limb	he had the hands of a surgeon	3	hand	1
location near or direction toward the left side; i.e. the side to the north when a person or object faces east	she stood on the left	4	left	the precise location of something; a spatially limited location	she walked to a point where she could survey the whole street	4	point	1
the part of a scene (or picture) that lies behind objects in the foreground	he posed her against a background of rolling hills	5	background	the visual percept of a region	the most desirable feature of the park are the beautiful views	10	view	1
extraneous signals that can be confused with the phenomenon to be observed or measured	they got a bad connection and could hardly hear one another over the background signals	13	background	an event causing distress or pain	heart trouble	1	trouble	1
extraneous signals that can be confused with the phenomenon to be observed or measured	they got a bad connection and could hardly hear one another over the background signals	13	background	an event causing distress or pain	what is the trouble ?	3	trouble	1
the period of time a prisoner is imprisoned	his sentence was 5 to 10 years	1	sentence	a limited period of time	a prison term	2	term	1
the period of time a prisoner is imprisoned	his sentence was 5 to 10 years	1	sentence	a limited period of time	he left school before the end of term	7	term	1
a string of words satisfying the grammatical rules of a language	he always spoke in grammatical sentences	5	sentence	a systematic means of communicating by the use of sounds or conventional symbols	the speed with which a program can be executed depends on the language in which it is written	12	language	1
a string of words satisfying the grammatical rules of a language	he always spoke in grammatical sentences	5	sentence	a systematic means of communicating by the use of sounds or conventional symbols	the language introduced is standard throughout the text	1	language	1
a string of words satisfying the grammatical rules of a language	he always spoke in grammatical sentences	5	sentence	a systematic means of communicating by the use of sounds or conventional symbols	he taught foreign languages	3	language	1
an outward semblance that misrepresents the true nature of something	the theatrical notion of disguise is always associated with catastrophe in his stories	4	disguise	an outward or token appearance or form that is deliberately misleading	he hoped his claims would have a semblance of authenticity	7	semblance	1
the act of concealing the identity of something by modifying its appearance	he is a master of disguise	5	disguise	any specific behavior	they avoided all recreational activity	4	activity	1
a large military unit	the french foreign legion	3	legion	an organization regarded as part of a larger social group	the coach said the offensive unit did a good job	5	unit	1
a large military unit	the french foreign legion	3	legion	an organization regarded as part of a larger social group	after the battle the soldier had trouble rejoining his unit	9	unit	1
association of ex-servicemen	the american legion	2	legion	a formal organization of people or groups of people	he joined the modern language association	5	association	1
a freedom from financial difficulty that promotes a comfortable state	a life of luxury and ease	5	ease	the state of being rich and affluent; having a plentiful supply of material goods and money	great wealth is not a sign of great intelligence	1	wealth	1
freedom from constraint or embarrassment	i am never at ease with strangers	4	ease	an essential and distinguishing attribute of something or someone	the quality of mercy is not strained "-- shakespeare	1	quality	1
freedom from constraint or embarrassment	i am never at ease with strangers	4	ease	the quality of being natural or based on natural principles	the spontaneous naturalness of his manner	2	naturalness	1
freedom from constraint or embarrassment	i am never at ease with strangers	4	ease	the quality of being natural or based on natural principles	he accepted the naturalness of death	3	naturalness	1
the condition of being comfortable or relieved (especially after being relieved of distress)	getting it off his conscience gave him some ease	8	ease	a state at a particular time	a condition ( or state ) of disrepair	1	condition	1
the condition of being comfortable or relieved (especially after being relieved of distress)	getting it off his conscience gave him some ease	8	ease	a state of being relaxed and feeling no pain	he is a man who enjoys his comfort	7	comfort	1
a characteristic property that defines the apparent individual nature of something	the radical character of our demands	2	character	a construct whereby objects or individuals can be distinguished	self - confidence is not an endearing property	7	property	1
a formal recommendation by a former employer to a potential future employer describing the person's qualifications and dependability	requests for character references are all too often answered evasively	2	character	an expression of approval and commendation	he always appreciated praise for his work	3	praise	1
a person of a specified kind (usually with many eccentricities)	a real character	2	character	a human being	there was too much for one person to do	6	person	1
a person of a specified kind (usually with many eccentricities)	a strange character	2	character	a human being	there was too much for one person to do	6	person	1
an imaginary person represented in a work of fiction (play or film or story)	she is the main character in the novel	4	character	the formation of a mental image of something that is not perceived as real and is not present to the senses	popular imagination created a world of demons	1	imagination	1
an imaginary person represented in a work of fiction (play or film or story)	she is the main character in the novel	4	character	the formation of a mental image of something that is not perceived as real and is not present to the senses	imagination reveals what the world could be	0	imagination	1
a table at which meals are served	a feast was spread upon the board	6	board	furnishings that make a room or other area ready for occupancy	there was only one piece of furniture in the room	6	furniture	1
